filename,file_path,bytes_size,resolution,aspect_ratio,type,label
pixabay_cat_001213.jpg,../animals_data/train/cat/pixabay_cat_001213.jpg,35458,512x512,1.0,train,cat
flickr_cat_000427.jpg,../animals_data/train/cat/flickr_cat_000427.jpg,31247,512x512,1.0,train,cat
pixabay_cat_001575.jpg,../animals_data/train/cat/pixabay_cat_001575.jpg,53262,512x512,1.0,train,cat
pixabay_cat_003362.jpg,../animals_data/train/cat/pixabay_cat_003362.jpg,43247,512x512,1.0,train,cat
pixabay_cat_002068.jpg,../animals_data/train/cat/pixabay_cat_002068.jpg,50909,512x512,1.0,train,cat
pixabay_cat_003376.jpg,../animals_data/train/cat/pixabay_cat_003376.jpg,38299,512x512,1.0,train,cat
pixabay_cat_004419.jpg,../animals_data/train/cat/pixabay_cat_004419.jpg,62319,512x512,1.0,train,cat
flickr_cat_000355.jpg,../animals_data/train/cat/flickr_cat_000355.jpg,42838,512x512,1.0,train,cat
pixabay_cat_001561.jpg,../animals_data/train/cat/pixabay_cat_001561.jpg,35817,512x512,1.0,train,cat
pixabay_cat_001207.jpg,../animals_data/train/cat/pixabay_cat_001207.jpg,38092,512x512,1.0,train,cat
pixabay_cat_000119.jpg,../animals_data/train/cat/pixabay_cat_000119.jpg,66169,512x512,1.0,train,cat
flickr_cat_000433.jpg,../animals_data/train/cat/flickr_cat_000433.jpg,28576,512x512,1.0,train,cat
pixabay_cat_003410.jpg,../animals_data/train/cat/pixabay_cat_003410.jpg,51733,512x512,1.0,train,cat
pixabay_cat_004394.jpg,../animals_data/train/cat/pixabay_cat_004394.jpg,72718,512x512,1.0,train,cat
pixabay_cat_000694.jpg,../animals_data/train/cat/pixabay_cat_000694.jpg,32310,512x512,1.0,train,cat
pixabay_cat_002083.jpg,../animals_data/train/cat/pixabay_cat_002083.jpg,44289,512x512,1.0,train,cat
pixabay_cat_003389.jpg,../animals_data/train/cat/pixabay_cat_003389.jpg,48018,512x512,1.0,train,cat
pixabay_cat_002097.jpg,../animals_data/train/cat/pixabay_cat_002097.jpg,41219,512x512,1.0,train,cat
pixabay_cat_000858.jpg,../animals_data/train/cat/pixabay_cat_000858.jpg,28412,512x512,1.0,train,cat
pixabay_cat_000680.jpg,../animals_data/train/cat/pixabay_cat_000680.jpg,33748,512x512,1.0,train,cat
pixabay_cat_002929.jpg,../animals_data/train/cat/pixabay_cat_002929.jpg,35855,512x512,1.0,train,cat
pixabay_cat_004380.jpg,../animals_data/train/cat/pixabay_cat_004380.jpg,26153,512x512,1.0,train,cat
pixabay_cat_002901.jpg,../animals_data/train/cat/pixabay_cat_002901.jpg,47588,512x512,1.0,train,cat
pixabay_cat_000870.jpg,../animals_data/train/cat/pixabay_cat_000870.jpg,44233,512x512,1.0,train,cat
flickr_cat_000382.jpg,../animals_data/train/cat/flickr_cat_000382.jpg,45221,512x512,1.0,train,cat
pixabay_cat_000864.jpg,../animals_data/train/cat/pixabay_cat_000864.jpg,52471,512x512,1.0,train,cat
flickr_cat_000396.jpg,../animals_data/train/cat/flickr_cat_000396.jpg,35038,512x512,1.0,train,cat
pixabay_cat_002915.jpg,../animals_data/train/cat/pixabay_cat_002915.jpg,33276,512x512,1.0,train,cat
pixabay_cat_000045.jpg,../animals_data/train/cat/pixabay_cat_000045.jpg,53173,512x512,1.0,train,cat
pixabay_cat_002652.jpg,../animals_data/train/cat/pixabay_cat_002652.jpg,48362,512x512,1.0,train,cat
pixabay_cat_004223.jpg,../animals_data/train/cat/pixabay_cat_004223.jpg,45580,512x512,1.0,train,cat
pixabay_cat_004545.jpg,../animals_data/train/cat/pixabay_cat_004545.jpg,26091,512x512,1.0,train,cat
pixabay_cat_002134.jpg,../animals_data/train/cat/pixabay_cat_002134.jpg,57668,512x512,1.0,train,cat
pixabay_cat_000723.jpg,../animals_data/train/cat/pixabay_cat_000723.jpg,41906,512x512,1.0,train,cat
flickr_cat_000209.jpg,../animals_data/train/cat/flickr_cat_000209.jpg,38224,512x512,1.0,train,cat
pixabay_cat_001429.jpg,../animals_data/train/cat/pixabay_cat_001429.jpg,31082,512x512,1.0,train,cat
pixabay_cat_000737.jpg,../animals_data/train/cat/pixabay_cat_000737.jpg,32450,512x512,1.0,train,cat
pixabay_cat_004551.jpg,../animals_data/train/cat/pixabay_cat_004551.jpg,67693,512x512,1.0,train,cat
pixabay_cat_002120.jpg,../animals_data/train/cat/pixabay_cat_002120.jpg,61578,512x512,1.0,train,cat
pixabay_cat_002646.jpg,../animals_data/train/cat/pixabay_cat_002646.jpg,32714,512x512,1.0,train,cat
pixabay_cat_003558.jpg,../animals_data/train/cat/pixabay_cat_003558.jpg,24946,512x512,1.0,train,cat
pixabay_cat_003570.jpg,../animals_data/train/cat/pixabay_cat_003570.jpg,74460,512x512,1.0,train,cat
flickr_cat_000553.jpg,../animals_data/train/cat/flickr_cat_000553.jpg,47004,512x512,1.0,train,cat
pixabay_cat_000079.jpg,../animals_data/train/cat/pixabay_cat_000079.jpg,28828,512x512,1.0,train,cat
pixabay_cat_001401.jpg,../animals_data/train/cat/pixabay_cat_001401.jpg,37279,512x512,1.0,train,cat
flickr_cat_000235.jpg,../animals_data/train/cat/flickr_cat_000235.jpg,45364,512x512,1.0,train,cat
pixabay_cat_004579.jpg,../animals_data/train/cat/pixabay_cat_004579.jpg,48732,512x512,1.0,train,cat
pixabay_cat_003216.jpg,../animals_data/train/cat/pixabay_cat_003216.jpg,43699,512x512,1.0,train,cat
pixabay_cat_002108.jpg,../animals_data/train/cat/pixabay_cat_002108.jpg,48158,512x512,1.0,train,cat
pixabay_cat_003202.jpg,../animals_data/train/cat/pixabay_cat_003202.jpg,68383,512x512,1.0,train,cat
pixabay_cat_001415.jpg,../animals_data/train/cat/pixabay_cat_001415.jpg,52023,512x512,1.0,train,cat
flickr_cat_000221.jpg,../animals_data/train/cat/flickr_cat_000221.jpg,51403,512x512,1.0,train,cat
flickr_cat_000547.jpg,../animals_data/train/cat/flickr_cat_000547.jpg,41472,512x512,1.0,train,cat
pixabay_cat_001373.jpg,../animals_data/train/cat/pixabay_cat_001373.jpg,43648,512x512,1.0,train,cat
pixabay_cat_003564.jpg,../animals_data/train/cat/pixabay_cat_003564.jpg,64229,512x512,1.0,train,cat
pixabay_cat_002849.jpg,../animals_data/train/cat/pixabay_cat_002849.jpg,51016,512x512,1.0,train,cat
pixabay_cat_002691.jpg,../animals_data/train/cat/pixabay_cat_002691.jpg,61989,512x512,1.0,train,cat
pixabay_cat_001398.jpg,../animals_data/train/cat/pixabay_cat_001398.jpg,35109,512x512,1.0,train,cat
pixabay_cat_000086.jpg,../animals_data/train/cat/pixabay_cat_000086.jpg,44470,512x512,1.0,train,cat
pixabay_cat_000938.jpg,../animals_data/train/cat/pixabay_cat_000938.jpg,47751,512x512,1.0,train,cat
pixabay_cat_004592.jpg,../animals_data/train/cat/pixabay_cat_004592.jpg,32473,512x512,1.0,train,cat
pixabay_cat_000092.jpg,../animals_data/train/cat/pixabay_cat_000092.jpg,39352,512x512,1.0,train,cat
pixabay_cat_002685.jpg,../animals_data/train/cat/pixabay_cat_002685.jpg,56637,512x512,1.0,train,cat
flickr_cat_000590.jpg,../animals_data/train/cat/flickr_cat_000590.jpg,37154,512x512,1.0,train,cat
pixabay_cat_002875.jpg,../animals_data/train/cat/pixabay_cat_002875.jpg,40577,512x512,1.0,train,cat
pixabay_cat_000904.jpg,../animals_data/train/cat/pixabay_cat_000904.jpg,60599,512x512,1.0,train,cat
pixabay_cat_000910.jpg,../animals_data/train/cat/pixabay_cat_000910.jpg,47264,512x512,1.0,train,cat
pixabay_cat_002861.jpg,../animals_data/train/cat/pixabay_cat_002861.jpg,43101,512x512,1.0,train,cat
flickr_cat_000584.jpg,../animals_data/train/cat/flickr_cat_000584.jpg,55916,512x512,1.0,train,cat
pixabay_cat_000521.jpg,../animals_data/train/cat/pixabay_cat_000521.jpg,43524,512x512,1.0,train,cat
pixabay_cat_002336.jpg,../animals_data/train/cat/pixabay_cat_002336.jpg,30723,512x512,1.0,train,cat
pixabay_cat_003028.jpg,../animals_data/train/cat/pixabay_cat_003028.jpg,33300,512x512,1.0,train,cat
pixabay_cat_004747.jpg,../animals_data/train/cat/pixabay_cat_004747.jpg,43137,512x512,1.0,train,cat
pixabay_cat_004021.jpg,../animals_data/train/cat/pixabay_cat_004021.jpg,29664,512x512,1.0,train,cat
pixabay_cat_002450.jpg,../animals_data/train/cat/pixabay_cat_002450.jpg,38085,512x512,1.0,train,cat
pixabay_cat_003996.jpg,../animals_data/train/cat/pixabay_cat_003996.jpg,35811,512x512,1.0,train,cat
pixabay_cat_001159.jpg,../animals_data/train/cat/pixabay_cat_001159.jpg,31272,512x512,1.0,train,cat
pixabay_cat_000247.jpg,../animals_data/train/cat/pixabay_cat_000247.jpg,38634,512x512,1.0,train,cat
pixabay_cat_000253.jpg,../animals_data/train/cat/pixabay_cat_000253.jpg,56381,512x512,1.0,train,cat
flickr_cat_000779.jpg,../animals_data/train/cat/flickr_cat_000779.jpg,41651,512x512,1.0,train,cat
pixabay_cat_004035.jpg,../animals_data/train/cat/pixabay_cat_004035.jpg,41398,512x512,1.0,train,cat
pixabay_cat_002444.jpg,../animals_data/train/cat/pixabay_cat_002444.jpg,51089,512x512,1.0,train,cat
pixabay_cat_003982.jpg,../animals_data/train/cat/pixabay_cat_003982.jpg,41009,512x512,1.0,train,cat
pixabay_cat_002322.jpg,../animals_data/train/cat/pixabay_cat_002322.jpg,31394,512x512,1.0,train,cat
pixabay_cat_004753.jpg,../animals_data/train/cat/pixabay_cat_004753.jpg,43316,512x512,1.0,train,cat
pixabay_cat_003014.jpg,../animals_data/train/cat/pixabay_cat_003014.jpg,50883,512x512,1.0,train,cat
flickr_cat_000037.jpg,../animals_data/train/cat/flickr_cat_000037.jpg,44894,512x512,1.0,train,cat
pixabay_cat_001603.jpg,../animals_data/train/cat/pixabay_cat_001603.jpg,66713,512x512,1.0,train,cat
pixabay_cat_001165.jpg,../animals_data/train/cat/pixabay_cat_001165.jpg,46039,512x512,1.0,train,cat
pixabay_cat_003772.jpg,../animals_data/train/cat/pixabay_cat_003772.jpg,37069,512x512,1.0,train,cat
pixabay_cat_004009.jpg,../animals_data/train/cat/pixabay_cat_004009.jpg,40605,512x512,1.0,train,cat
pixabay_cat_003766.jpg,../animals_data/train/cat/pixabay_cat_003766.jpg,47720,512x512,1.0,train,cat
pixabay_cat_002478.jpg,../animals_data/train/cat/pixabay_cat_002478.jpg,72605,512x512,1.0,train,cat
pixabay_cat_001171.jpg,../animals_data/train/cat/pixabay_cat_001171.jpg,31884,512x512,1.0,train,cat
flickr_cat_000745.jpg,../animals_data/train/cat/flickr_cat_000745.jpg,34891,512x512,1.0,train,cat
flickr_cat_000023.jpg,../animals_data/train/cat/flickr_cat_000023.jpg,45438,512x512,1.0,train,cat
pixabay_cat_000509.jpg,../animals_data/train/cat/pixabay_cat_000509.jpg,55169,512x512,1.0,train,cat
pixabay_cat_001617.jpg,../animals_data/train/cat/pixabay_cat_001617.jpg,31930,512x512,1.0,train,cat
pixabay_cat_001824.jpg,../animals_data/train/cat/pixabay_cat_001824.jpg,39919,512x512,1.0,train,cat
pixabay_cat_000284.jpg,../animals_data/train/cat/pixabay_cat_000284.jpg,76817,512x512,1.0,train,cat
pixabay_cat_002493.jpg,../animals_data/train/cat/pixabay_cat_002493.jpg,34825,512x512,1.0,train,cat
pixabay_cat_003955.jpg,../animals_data/train/cat/pixabay_cat_003955.jpg,65990,512x512,1.0,train,cat
pixabay_cat_002487.jpg,../animals_data/train/cat/pixabay_cat_002487.jpg,80145,512x512,1.0,train,cat
pixabay_cat_003941.jpg,../animals_data/train/cat/pixabay_cat_003941.jpg,30465,512x512,1.0,train,cat
pixabay_cat_003799.jpg,../animals_data/train/cat/pixabay_cat_003799.jpg,71748,512x512,1.0,train,cat
pixabay_cat_000290.jpg,../animals_data/train/cat/pixabay_cat_000290.jpg,26099,512x512,1.0,train,cat
pixabay_cat_001830.jpg,../animals_data/train/cat/pixabay_cat_001830.jpg,34028,512x512,1.0,train,cat
pixabay_cat_004790.jpg,../animals_data/train/cat/pixabay_cat_004790.jpg,36239,512x512,1.0,train,cat
pixabay_cat_001818.jpg,../animals_data/train/cat/pixabay_cat_001818.jpg,40444,512x512,1.0,train,cat
pixabay_cat_003969.jpg,../animals_data/train/cat/pixabay_cat_003969.jpg,41521,512x512,1.0,train,cat
flickr_cat_000792.jpg,../animals_data/train/cat/flickr_cat_000792.jpg,39884,512x512,1.0,train,cat
flickr_cat_000786.jpg,../animals_data/train/cat/flickr_cat_000786.jpg,40767,512x512,1.0,train,cat
flickr_cat_000787.jpg,../animals_data/train/cat/flickr_cat_000787.jpg,54717,512x512,1.0,train,cat
pixabay_cat_001819.jpg,../animals_data/train/cat/pixabay_cat_001819.jpg,30955,512x512,1.0,train,cat
flickr_cat_000793.jpg,../animals_data/train/cat/flickr_cat_000793.jpg,39404,512x512,1.0,train,cat
pixabay_cat_003968.jpg,../animals_data/train/cat/pixabay_cat_003968.jpg,32358,512x512,1.0,train,cat
pixabay_cat_003798.jpg,../animals_data/train/cat/pixabay_cat_003798.jpg,29179,512x512,1.0,train,cat
pixabay_cat_003940.jpg,../animals_data/train/cat/pixabay_cat_003940.jpg,46385,512x512,1.0,train,cat
pixabay_cat_002486.jpg,../animals_data/train/cat/pixabay_cat_002486.jpg,36865,512x512,1.0,train,cat
pixabay_cat_004791.jpg,../animals_data/train/cat/pixabay_cat_004791.jpg,53557,512x512,1.0,train,cat
pixabay_cat_001831.jpg,../animals_data/train/cat/pixabay_cat_001831.jpg,22684,512x512,1.0,train,cat
pixabay_cat_001825.jpg,../animals_data/train/cat/pixabay_cat_001825.jpg,65318,512x512,1.0,train,cat
pixabay_cat_004785.jpg,../animals_data/train/cat/pixabay_cat_004785.jpg,64868,512x512,1.0,train,cat
pixabay_cat_003954.jpg,../animals_data/train/cat/pixabay_cat_003954.jpg,49048,512x512,1.0,train,cat
pixabay_cat_002492.jpg,../animals_data/train/cat/pixabay_cat_002492.jpg,52081,512x512,1.0,train,cat
pixabay_cat_000285.jpg,../animals_data/train/cat/pixabay_cat_000285.jpg,36363,512x512,1.0,train,cat
flickr_cat_000744.jpg,../animals_data/train/cat/flickr_cat_000744.jpg,64622,512x512,1.0,train,cat
pixabay_cat_001170.jpg,../animals_data/train/cat/pixabay_cat_001170.jpg,64780,512x512,1.0,train,cat
pixabay_cat_002479.jpg,../animals_data/train/cat/pixabay_cat_002479.jpg,52346,512x512,1.0,train,cat
pixabay_cat_003767.jpg,../animals_data/train/cat/pixabay_cat_003767.jpg,37568,512x512,1.0,train,cat
pixabay_cat_004008.jpg,../animals_data/train/cat/pixabay_cat_004008.jpg,51701,512x512,1.0,train,cat
pixabay_cat_003001.jpg,../animals_data/train/cat/pixabay_cat_003001.jpg,64637,512x512,1.0,train,cat
pixabay_cat_001616.jpg,../animals_data/train/cat/pixabay_cat_001616.jpg,35750,512x512,1.0,train,cat
pixabay_cat_000508.jpg,../animals_data/train/cat/pixabay_cat_000508.jpg,50006,512x512,1.0,train,cat
flickr_cat_000022.jpg,../animals_data/train/cat/flickr_cat_000022.jpg,34210,512x512,1.0,train,cat
pixabay_cat_001602.jpg,../animals_data/train/cat/pixabay_cat_001602.jpg,32738,512x512,1.0,train,cat
flickr_cat_000036.jpg,../animals_data/train/cat/flickr_cat_000036.jpg,40195,512x512,1.0,train,cat
pixabay_cat_003015.jpg,../animals_data/train/cat/pixabay_cat_003015.jpg,24134,512x512,1.0,train,cat
flickr_cat_000750.jpg,../animals_data/train/cat/flickr_cat_000750.jpg,63592,512x512,1.0,train,cat
pixabay_cat_001164.jpg,../animals_data/train/cat/pixabay_cat_001164.jpg,50380,512x512,1.0,train,cat
pixabay_cat_003983.jpg,../animals_data/train/cat/pixabay_cat_003983.jpg,75191,512x512,1.0,train,cat
pixabay_cat_002445.jpg,../animals_data/train/cat/pixabay_cat_002445.jpg,56439,512x512,1.0,train,cat
pixabay_cat_004034.jpg,../animals_data/train/cat/pixabay_cat_004034.jpg,49268,512x512,1.0,train,cat
flickr_cat_000778.jpg,../animals_data/train/cat/flickr_cat_000778.jpg,63518,512x512,1.0,train,cat
pixabay_cat_000252.jpg,../animals_data/train/cat/pixabay_cat_000252.jpg,63702,512x512,1.0,train,cat
pixabay_cat_000534.jpg,../animals_data/train/cat/pixabay_cat_000534.jpg,26664,512x512,1.0,train,cat
pixabay_cat_004752.jpg,../animals_data/train/cat/pixabay_cat_004752.jpg,33262,512x512,1.0,train,cat
pixabay_cat_002323.jpg,../animals_data/train/cat/pixabay_cat_002323.jpg,53160,512x512,1.0,train,cat
pixabay_cat_004746.jpg,../animals_data/train/cat/pixabay_cat_004746.jpg,37947,512x512,1.0,train,cat
pixabay_cat_003029.jpg,../animals_data/train/cat/pixabay_cat_003029.jpg,51991,512x512,1.0,train,cat
pixabay_cat_002337.jpg,../animals_data/train/cat/pixabay_cat_002337.jpg,66166,512x512,1.0,train,cat
pixabay_cat_000520.jpg,../animals_data/train/cat/pixabay_cat_000520.jpg,50485,512x512,1.0,train,cat
pixabay_cat_000246.jpg,../animals_data/train/cat/pixabay_cat_000246.jpg,45733,512x512,1.0,train,cat
pixabay_cat_001158.jpg,../animals_data/train/cat/pixabay_cat_001158.jpg,45425,512x512,1.0,train,cat
pixabay_cat_003997.jpg,../animals_data/train/cat/pixabay_cat_003997.jpg,40518,512x512,1.0,train,cat
pixabay_cat_002451.jpg,../animals_data/train/cat/pixabay_cat_002451.jpg,49761,512x512,1.0,train,cat
pixabay_cat_004020.jpg,../animals_data/train/cat/pixabay_cat_004020.jpg,59697,512x512,1.0,train,cat
pixabay_cat_000911.jpg,../animals_data/train/cat/pixabay_cat_000911.jpg,51056,512x512,1.0,train,cat
pixabay_cat_002874.jpg,../animals_data/train/cat/pixabay_cat_002874.jpg,36346,512x512,1.0,train,cat
flickr_cat_000591.jpg,../animals_data/train/cat/flickr_cat_000591.jpg,62001,512x512,1.0,train,cat
pixabay_cat_000905.jpg,../animals_data/train/cat/pixabay_cat_000905.jpg,55598,512x512,1.0,train,cat
pixabay_cat_004593.jpg,../animals_data/train/cat/pixabay_cat_004593.jpg,35245,512x512,1.0,train,cat
pixabay_cat_002684.jpg,../animals_data/train/cat/pixabay_cat_002684.jpg,68024,512x512,1.0,train,cat
pixabay_cat_000093.jpg,../animals_data/train/cat/pixabay_cat_000093.jpg,37329,512x512,1.0,train,cat
pixabay_cat_000087.jpg,../animals_data/train/cat/pixabay_cat_000087.jpg,55439,512x512,1.0,train,cat
pixabay_cat_001399.jpg,../animals_data/train/cat/pixabay_cat_001399.jpg,62060,512x512,1.0,train,cat
pixabay_cat_002690.jpg,../animals_data/train/cat/pixabay_cat_002690.jpg,52570,512x512,1.0,train,cat
pixabay_cat_002848.jpg,../animals_data/train/cat/pixabay_cat_002848.jpg,41465,512x512,1.0,train,cat
pixabay_cat_004587.jpg,../animals_data/train/cat/pixabay_cat_004587.jpg,46651,512x512,1.0,train,cat
pixabay_cat_000939.jpg,../animals_data/train/cat/pixabay_cat_000939.jpg,59313,512x512,1.0,train,cat
flickr_cat_000220.jpg,../animals_data/train/cat/flickr_cat_000220.jpg,63385,512x512,1.0,train,cat
pixabay_cat_001414.jpg,../animals_data/train/cat/pixabay_cat_001414.jpg,44808,512x512,1.0,train,cat
pixabay_cat_003203.jpg,../animals_data/train/cat/pixabay_cat_003203.jpg,43467,512x512,1.0,train,cat
pixabay_cat_003565.jpg,../animals_data/train/cat/pixabay_cat_003565.jpg,29480,512x512,1.0,train,cat
pixabay_cat_001372.jpg,../animals_data/train/cat/pixabay_cat_001372.jpg,33880,512x512,1.0,train,cat
flickr_cat_000546.jpg,../animals_data/train/cat/flickr_cat_000546.jpg,41374,512x512,1.0,train,cat
pixabay_cat_001366.jpg,../animals_data/train/cat/pixabay_cat_001366.jpg,36594,512x512,1.0,train,cat
pixabay_cat_000078.jpg,../animals_data/train/cat/pixabay_cat_000078.jpg,53613,512x512,1.0,train,cat
flickr_cat_000552.jpg,../animals_data/train/cat/flickr_cat_000552.jpg,28445,512x512,1.0,train,cat
pixabay_cat_003571.jpg,../animals_data/train/cat/pixabay_cat_003571.jpg,59225,512x512,1.0,train,cat
pixabay_cat_002109.jpg,../animals_data/train/cat/pixabay_cat_002109.jpg,61371,512x512,1.0,train,cat
pixabay_cat_003217.jpg,../animals_data/train/cat/pixabay_cat_003217.jpg,43324,512x512,1.0,train,cat
pixabay_cat_004578.jpg,../animals_data/train/cat/pixabay_cat_004578.jpg,39996,512x512,1.0,train,cat
